alcohol,average_wages,cancer,employment_rate,happiness,life_at_birth,life_at_old,location,obese,pollution,smokers,social_spending,suicide,time,hours_worked,gdp,education
10.1,51.9,183.2,79,7.5,82.3,20.6,CHE,,1650.8,,7918.6,13.4,2009.0,1650.8,51564.567592,86.916798
10,51.2,181.6,77.3,,82.6,20.75,CHE,,1624.3,,7968.9,11.9,2010.0,1624.3,415249.7083,85.03323900000001
10,51.2,181.6,77.3,,82.6,20.75,CHE,,1624.3,,7968.9,11.9,2010.0,1624.3,52859.848141,85.03323900000001
10,50.8,181.2,78.3,,82.8,20.9,CHE,,1619.3,,7974.7,12.1,2011.0,1619.3,444548.7282,84.823294
10,50.8,181.2,78.3,,82.8,20.9,CHE,,1619.3,,7974.7,12.1,2011.0,1619.3,56183.81787100001,84.823294
9.9,50.4,177.7,78.5,7.8,82.8,20.8,CHE,41,1603.2,20.4,8161.7,12,2012.0,1603.2,462615.2239,85.665027
9.9,50.4,177.7,78.5,7.8,82.8,20.8,CHE,41,1603.2,20.4,8161.7,12,2012.0,1603.2,57849.601723,85.665027
9.8,49,175.9,78.4,,82.9,20.9,CHE,,1582.9,,8299.2,12.2,2013.0,1582.9,486238.7519,86.410101
9.8,49,175.9,78.4,,82.9,20.9,CHE,,1582.9,,8299.2,12.2,2013.0,1582.9,60108.54053099999,86.410101
9.5,48.8,172.9,78.8,7.5,83.3,21.15,CHE,,1575.3,,8433.5,11.4,2014.0,1575.3,506895.0439,87.223787
9.5,48.8,172.9,78.8,7.5,83.3,21.15,CHE,,1575.3,,8433.5,11.4,2014.0,1575.3,61902.161739999996,87.223787
9.5,47.5,174.3,79.2,7.6,83,20.9,CHE,,1589.5,,8649.3,11.9,2015.0,1589.5,529567.772,87.295171
9.5,47.5,174.3,79.2,7.6,83,20.9,CHE,,1589.5,,8649.3,11.9,2015.0,1589.5,63938.958241,87.295171
9.3,46.2,171.8,79.6,7.5,83.7,21.45,CHE,,1589.7,,,11.2,2016.0,1589.7,538606.0802,87.435881
9.3,46.2,171.8,79.6,7.5,83.7,21.45,CHE,,1589.7,,,11.2,2016.0,1589.7,64323.9387,87.435881
9.2,45.2,,79.8,7.5,83.6,21.4,CHE,41.8,1570,19.1,,,2017.0,1570.0,561166.7729,87.808356
9.2,45.2,,79.8,7.5,83.6,21.4,CHE,41.8,1570,19.1,,,2017.0,1570.0,66395.811195,87.808356
7.4,,201.2,56.3,5.7,77.5,17.5,CHL,,2128,,1461.6,11.8,2007.0,2128.0,280051.8521,
7.4,,201.2,56.3,5.7,77.5,17.5,CHL,,2128,,1461.6,11.8,2007.0,2128.0,16872.268785,
7.4,,198.4,57.3,5.8,78.1,18.1,CHL,,2095,,1687.1,13.1,2008.0,2095.0,275716.4474,
7.4,,198.4,57.3,5.8,78.1,18.1,CHL,,2095,,1687.1,13.1,2008.0,2095.0,16447.333839,
7.2,39.4,206.5,56.1,6.5,78.2,18.3,CHL,60,2074,29.8,1916.3,13.3,2009.0,2074.0,272874.0995,56.506615000000004
7.2,39.4,206.5,56.1,6.5,78.2,18.3,CHL,60,2074,29.8,1916.3,13.3,2009.0,2074.0,16119.89398,56.506615000000004
7.6,,204.4,59.3,6.6,78,17.9,CHL,,2070,,1894.2,12.2,2010.0,2070.0,309886.4337,
7.6,,204.4,59.3,6.6,78,17.9,CHL,,2070,,1894.2,12.2,2010.0,2070.0,18129.087989,
7.1,39.9,202.2,61.3,6.5,78.7,18.4,CHL,,2047,,1900.2,12.3,2011.0,2047.0,350575.242,57.679771
7.1,39.9,202.2,61.3,6.5,78.7,18.4,CHL,,2047,,1900.2,12.3,2011.0,2047.0,20302.788718,57.679771
8.3,,201.8,61.8,6.6,78.7,18.25,CHL,,2024,,2003.3,11,2012.0,2024.0,374241.5721,
8.3,,201.8,61.8,6.6,78.7,18.25,CHL,,2024,,2003.3,11,2012.0,2024.0,21446.537619,
7.2,40.3,196.3,62.3,6.7,79.5,19.1,CHL,,2015,,2045.2,10.3,2013.0,2015.0,394291.9363,61.414234
7.2,40.3,196.3,62.3,6.7,79.5,19.1,CHL,,2015,,2045.2,10.3,2013.0,2015.0,22352.530732,61.414234
7.9,,193.9,62.2,6.8,79.7,19.25,CHL,,1990,,2113.7,10.4,2014.0,1990.0,404667.2823,
7.9,,193.9,62.2,6.8,79.7,19.25,CHL,,1990,,2113.7,10.4,2014.0,1990.0,22687.93302,
7.9,42.4,193.2,62.4,6.5,79.9,19.45,CHL,48.3,1988,,2243.1,10.7,2015.0,1988.0,407688.8608,64.86649299999999
7.9,42.4,193.2,62.4,6.5,79.9,19.45,CHL,48.3,1988,,2243.1,10.7,2015.0,1988.0,22593.27296,64.86649299999999
7.9,,230.2,62.2,6.6,80.2,19.65,CHL,74.2,1974,24.5,2294.8,10.7,2016.0,1974.0,416516.9422,
7.9,,230.2,62.2,6.6,80.2,19.65,CHL,74.2,1974,24.5,2294.8,10.7,2016.0,1974.0,22788.342414,
,42.3,,62.7,6.3,,,CHL,,1954,,2282.7,,2017.0,1954.0,447887.1031,67.447678
,42.3,,62.7,6.3,,,CHL,,1954,,2282.7,,2017.0,1954.0,24180.790551,67.447678
3.9,,,,4.9,74.6,,CHN,,,,,,2007.0,,9041253.1653,
3.9,,,,4.9,74.6,,CHN,,,,,,2007.0,,6842.746986,
4.3,,,,4.8,74.9,,CHN,,,,,,2008.0,,10105260.6539,
4.3,,,,4.8,74.9,,CHN,,,,,,2008.0,,7609.268425,
4.9,,,,4.5,75.1,,CHN,,,26.5,,,2009.0,,11130544.8539,
4.9,,,,4.5,75.1,,CHN,,,26.5,,,2009.0,,8340.610606,
5.8,14.8,,,4.7,75.3,,CHN,,,26.2,,,2010.0,,12457429.2281,24.461830000000006
5.8,14.8,,,4.7,75.3,,CHN,,,26.2,,,2010.0,,9290.279906,24.461830000000006
5.7,,,,5,75.5,,CHN,,,,,,2011.0,,13919132.4529,
5.7,,,,5,75.5,,CHN,,,,,,2011.0,,10330.747358,
5.7,,,,5.1,75.7,,CHN,,,25.5,,,2012.0,,15281108.1421,
5.7,,,,5.1,75.7,,CHN,,,25.5,,,2012.0,,11285.566262999999,
5.8,,,,5.2,75.8,,CHN,,,,,,2013.0,,16723689.9129,
5.8,,,,5.2,75.8,,CHN,,,,,,2013.0,,12290.324176,
5.8,,,,5.2,76,,CHN,,,,,,2014.0,,18259747.2637,
5.8,,,,5.2,76,,CHN,,,,,,2014.0,,13349.524984,
5.7,,,,5.3,76.2,,CHN,,,24.7,,,2015.0,,19726289.6532,
5.7,,,,5.3,76.2,,CHN,,,24.7,,,2015.0,,14350.358391999998,
5.7,,,,5.3,76.3,,CHN,,,,,,2016.0,,21310048.1788,
5.7,,,,5.3,76.3,,CHN,,,,,,2016.0,,15411.798699,
,,,,5.1,76.5,,CHN,,,,,,2017.0,,23121407.3351,
,,,,5.1,76.5,,CHN,,,,,,2017.0,,16633.148693,
,,,,4.2,,,CIV,,,,,,2009.0,,,
,,,,,,,CIV,,,,,,2010.0,,,
,,,,,,,CIV,,,,,,2011.0,,,
,,,,,,,CIV,,,,,,2012.0,,,
,,,,3.7,,,CIV,,,,,,2013.0,,,
,,,,3.6,,,CIV,,,,,,2014.0,,,
,,,,4.4,,,CIV,,,,,,2015.0,,,
,,,,4.5,,,CIV,,,,,,2016.0,,,
,,,,5,,,CIV,,,,,,2017.0,,,
,,,,4.3,,,CMR,,,,,,2007.0,,,
,,,,4.3,,,CMR,,,,,,2008.0,,,
,,,,4.7,,,CMR,,,,,,2009.0,,,
,,,,4.6,,,CMR,,,,,,2010.0,,,
,,,,4.4,,,CMR,,,,,,2011.0,,,
,,,,4.2,,,CMR,,,,,,2012.0,,,
,,,,4.3,,,CMR,,,,,,2013.0,,,
,,,,4.2,,,CMR,,,,,,2014.0,,,
,,,,5,,,CMR,,,,,,2015.0,,,
,,,,4.8,,,CMR,,,,,,2016.0,,,
,,,,5.1,,,CMR,,,,,,2017.0,,,
,,,,4,,,COD,,,,,,2009.0,,,
,,,,,,,COD,,,,,,2010.0,,,
,,,,4.5,,,COD,,,,,,2011.0,,,
,,,,4.6,,,COD,,,,,,2012.0,,,
,,,,4.5,,,COD,,,,,,2013.0,,,
,,,,4.4,,,COD,,,,,,2014.0,,,
,,,,3.9,,,COD,,,,,,2015.0,,,
,,,,4.5,,,COD,,,,,,2016.0,,,
,,,,4.3,,,COD,,,,,,2017.0,,,
,,,,3.8,,,COG,,,,,,2008.0,,,
,,,,,,,COG,,,,,,2010.0,,,
,,,,4.5,,,COG,,,,,,2011.0,,,
,,,,3.9,,,COG,,,,,,2012.0,,,
,,,,4,,,COG,,,,,,2013.0,,,
,,,,4.1,,,COG,,,,,,2014.0,,,
,,,,4.7,,,COG,,,,,,2015.0,,,
,,,,4.1,,,COG,,,,,,2016.0,,,
,,,,4.9,,,COG,,,,,,2017.0,,,
4.6,,167.8,60.2,6.1,72.8,,COL,,,,,5.4,2007.0,,427365.9647,
4.6,,167.8,60.2,6.1,72.8,,COL,,,,,5.4,2007.0,,9729.019862000001,
4.4,,163.2,60.5,6.2,73,,COL,,,17.1,,5.5,2008.0,,450718.7623,
4.4,,163.2,60.5,6.2,73,,COL,,,17.1,,5.5,2008.0,,10139.643017,
4.3,,159.7,62.3,6.3,73.2,,COL,,,,,5.4,2009.0,,463334.6812,
4.3,,159.7,62.3,6.3,73.2,,COL,,,,,5.4,2009.0,,10301.171919,
4.2,,157.6,63.7,6.4,73.4,,COL,,,,,4.9,2010.0,,488842.8181,
4.2,,157.6,63.7,6.4,73.4,,COL,,,,,4.9,2010.0,,10741.535632,
4.3,,148.1,65.1,6.5,73.5,,COL,,,,,4.7,2011.0,,531984.2126,
4.3,,148.1,65.1,6.5,73.5,,COL,,,,,4.7,2011.0,,11553.671897,
4.4,,150.4,66.3,6.4,73.7,,COL,,,,,4.8,2012.0,,566711.8058,
4.4,,150.4,66.3,6.4,73.7,,COL,,,,,4.8,2012.0,,12165.943051,
4.3,,151.9,66.5,6.6,73.9,,COL,,,13,,4.7,2013.0,,605095.2298,
4.3,,151.9,66.5,6.6,73.9,,COL,,,13,,4.7,2013.0,,12841.282801000001,
4.3,29.6,155.1,67.1,6.4,74.1,,COL,,,,,4.8,2014.0,,645133.7713,51.966991
4.3,29.6,155.1,67.1,6.4,74.1,,COL,,,,,4.8,2014.0,,13535.660577,51.966991
4.4,28.8,154.8,67.6,6.4,74.2,,COL,,,,,5.2,2015.0,,671379.3409999999,50.410896
4.4,28.8,154.8,67.6,6.4,74.2,,COL,,,,,5.2,2015.0,,13928.048049,50.410896
4.5,30.2,,67.2,6.2,74.4,,COL,,,,,,2016.0,,695924.9949,52.476414
4.5,30.2,,67.2,6.2,74.4,,COL,,,,,,2016.0,,14276.055705,52.476414
,31.3,,66.9,6.2,74.6,,COL,,,,,,2017.0,,720003.8423,53.778511
,31.3,,66.9,6.2,74.6,,COL,,,,,,2017.0,,14607.026568000001,53.778511
,,,,3.5,,,COM,,,,,,2009.0,,,
,,,,3.8,,,COM,,,,,,2010.0,,,
,,,,3.8,,,COM,,,,,,2011.0,,,
,,,,4,,,COM,,,,,,2012.0,,,
4.3,15.3,154.3,,7.4,78.4,6.6,CRI,,2387,9.6,,6.4,2007.0,2387.0,51184.8982,37.039471
4.3,15.3,154.3,,7.4,78.4,6.6,CRI,,2387,9.6,,6.4,2007.0,2387.0,11792.032720000001,37.039471
4.3,15.7,150.7,,6.9,78.5,6.5,CRI,,2392,9.2,,6.3,2008.0,2392.0,54615.5238,38.059788
4.3,15.7,150.7,,6.9,78.5,6.5,CRI,,2392,9.2,,6.3,2008.0,2392.0,12404.795573000001,38.059788
4.2,15.5,150.6,,7.6,78.7,,CRI,,2348,8.7,,6.6,2009.0,2348.0,54496.1975,38.906765
4.2,15.5,150.6,,7.6,78.7,,CRI,,2348,8.7,,6.6,2009.0,2348.0,12191.183061,38.906765
3.7,15.9,170,,7.3,78.8,6.7,CRI,,2243.1,8.2,,7.1,2010.0,2243.1,57893.3231,36.852016000000006
3.7,15.9,170,,7.3,78.8,6.7,CRI,,2243.1,8.2,,7.1,2010.0,2243.1,12733.115036,36.852016000000006
3.5,15.8,161.7,,7.2,79.1,7.2,CRI,,2285.3,7.7,,7.1,2011.0,2285.3,61633.6108,37.41584
3.5,15.8,161.7,,7.2,79.1,7.2,CRI,,2285.3,7.7,,7.1,2011.0,2285.3,13428.85735,37.41584
3.4,15.9,158.7,,7.3,79.4,7.3,CRI,,2233.4,7.2,,6.7,2012.0,2233.4,65779.9091,39.110222
3.4,15.9,158.7,,7.3,79.4,7.3,CRI,,2233.4,7.2,,6.7,2012.0,2233.4,14144.645891999999,39.110222
3.5,17,157.2,,7.2,79.6,,CRI,,2140.6,6.7,,7,2013.0,2140.6,68358.9285,40.302032
3.5,17,157.2,,7.2,79.6,,CRI,,2140.6,6.7,,7,2013.0,2140.6,14512.483717,40.302032
3.6,17,156,,7.2,79.8,,CRI,,2121.7,6.2,,5.8,2014.0,2121.7,72031.9233,40.542347
3.6,17,156,,7.2,79.8,,CRI,,2121.7,6.2,,5.8,2014.0,2121.7,15098.949309,40.542347
3.6,16.2,,,6.9,79.9,,CRI,,2148.2,5.8,,,2015.0,2148.2,75457.4359,39.367641000000006
3.6,16.2,,,6.9,79.9,,CRI,,2148.2,5.8,,,2015.0,2148.2,15623.777569,39.367641000000006
3.7,16.9,,,7.1,80.1,,CRI,,2204.7,5.2,,,2016.0,2204.7,79832.4327,39.936615
3.7,16.9,,,7.1,80.1,,CRI,,2204.7,5.2,,,2016.0,2204.7,16332.4101,39.936615
3.3,16.5,,,7.2,80.2,,CRI,,2178.9,4.7,,,2017.0,2178.9,84500.5566,39.510689
3.3,16.5,,,7.2,80.2,,CRI,,2178.9,4.7,,,2017.0,2178.9,17088.759266,39.510689
,,,,,,,CUB,,,,,,2010.0,,,
,,,,,,,CUB,,,,,,2011.0,,,
,,,,,,,CUB,,,,,,2012.0,,,
,,,,,,,CUB,,,,,,2013.0,,,
,,,,,,,CUB,,,,,,2014.0,,,
,,,,,,,CUB,,,,,,2015.0,,,
,,,,,,,CUB,,,,,,2016.0,,,
,,,,,,,CUB,,,,,,2017.0,,,
,,,,,,,CYP,,,,,,2007.0,,25200.0759,
,,,,,,,CYP,,,,,,2007.0,,32850.047054,
,,,,,,,CYP,,,,,,2008.0,,27393.6188,
,,,,,,,CYP,,,,,,2008.0,,34823.953500999996,
,,,,6.8,,,CYP,,,,,,2009.0,,27382.894,
,,,,6.8,,,CYP,,,,,,2009.0,,33888.252387,
,,,,6.4,,,CYP,,,,,,2010.0,,27562.984,
,,,,6.4,,,CYP,,,,,,2010.0,,33230.614907,
,,,,6.7,,,CYP,,,,,,2011.0,,28242.7407,
,,,,6.7,,,CYP,,,,,,2011.0,,33192.350891,
,,,,6.2,,,CYP,,,,,,2012.0,,27572.5722,
,,,,6.2,,,CYP,,,,,,2012.0,,31914.749424,
,,,,5.4,,,CYP,,,,,,2013.0,,26393.1879,
,,,,5.4,,,CYP,,,,,,2013.0,,30620.714312,
,,,,5.6,,,CYP,,,,,,2014.0,,25907.988999999998,
,,,,5.6,,,CYP,,,,,,2014.0,,30390.460294999997,
,,,,5.4,,,CYP,,,,,,2015.0,,26767.7832,
,,,,5.4,,,CYP,,,,,,2015.0,,31578.312812,
,,,,5.8,,,CYP,,,,,,2016.0,,28682.6219,
,,,,5.8,,,CYP,,,,,,2016.0,,33682.424071,
,,,,6.1,,,CYP,,,,,,2017.0,,31076.4909,
,,,,6.1,,,CYP,,,,,,2017.0,,36155.67646,
12.1,76.8,261.1,66.1,6.5,77,16.8,CZE,,1784,24,4924.9,12.7,2007.0,1784.0,269055.7953,90.53477480000001
12.1,76.8,261.1,66.1,6.5,77,16.8,CZE,,1784,24,4924.9,12.7,2007.0,1784.0,26064.506576,90.53477480000001
12.1,76.4,256.7,66.5,,77.3,17.05,CZE,55.55,1790,21.8,5085.3,12.6,2008.0,1790.0,289157.1486,90.903306
12.1,76.4,256.7,66.5,,77.3,17.05,CZE,55.55,1790,21.8,5085.3,12.6,2008.0,1790.0,27724.418767000003,90.903306
12.1,75.9,253.1,65.4,,77.4,17,CZE,,1779,23.8,5438.8,13.2,2009.0,1779.0,288245.3284,91.4028959
12.1,75.9,253.1,65.4,,77.4,17,CZE,,1779,23.8,5438.8,13.2,2009.0,1779.0,27474.197993,91.4028959
11.4,75.2,250.3,65,6.2,77.7,17.25,CZE,55,1800,22.8,5439.7,13.5,2010.0,1800.0,289800.0366,91.9426308
11.4,75.2,250.3,65,6.2,77.7,17.25,CZE,55,1800,22.8,5439.7,13.5,2010.0,1800.0,27554.742856,91.9426308
11.5,74.1,239.8,65.7,6.3,78,17.4,CZE,,1806,21.7,5557.2,14.3,2011.0,1806.0,302260.2358,92.3322649
11.5,74.1,239.8,65.7,6.3,78,17.4,CZE,,1806,21.7,5557.2,14.3,2011.0,1806.0,28795.816026999997,92.3322649
11.6,73.2,236.6,66.5,6.3,78.2,17.45,CZE,,1776,22.9,5564.9,14.7,2012.0,1776.0,305309.3707,92.4508238
11.6,73.2,236.6,66.5,6.3,78.2,17.45,CZE,,1776,22.9,5564.9,14.7,2012.0,1776.0,29051.390424,92.4508238
11.5,72.4,229.8,67.7,6.7,78.3,17.5,CZE,,1763,22.2,5796.2,14.2,2013.0,1763.0,320535.0972,92.8202004
11.5,72.4,229.8,67.7,6.7,78.3,17.5,CZE,,1763,22.2,5796.2,14.2,2013.0,1763.0,30496.020039,92.8202004
11.9,71.7,225.8,69,6.5,78.9,17.95,CZE,55.4,1777,22.3,5751.1,13.3,2014.0,1777.0,339582.5988,93.1900911
11.9,71.7,225.8,69,6.5,78.9,17.95,CZE,55.4,1777,22.3,5751.1,13.3,2014.0,1777.0,32265.045157999997,93.1900911
11.5,71,220.5,70.2,6.6,78.7,17.65,CZE,,1756,18.2,5799.7,12.3,2015.0,1756.0,355311.7368,93.158793
11.5,71,220.5,70.2,6.6,78.7,17.65,CZE,,1756,18.2,5799.7,12.3,2015.0,1756.0,33701.384,93.158793
11.7,70.5,219.8,72,6.7,79.1,18.1,CZE,,1779,19.6,,11.7,2016.0,1779.0,372257.3969,93.4267993
11.7,70.5,219.8,72,6.7,79.1,18.1,CZE,,1779,19.6,,11.7,2016.0,1779.0,35234.017075,93.4267993
11.6,69.9,215.6,73.6,6.8,79.1,18,CZE,,1784,18.4,,12.4,2017.0,1784.0,402796.076,93.7936859
11.6,69.9,215.6,73.6,6.8,79.1,18,CZE,,1784,18.4,,12.4,2017.0,1784.0,38037.214886,93.7936859
11.9,60.1,209.9,69,6.4,80.1,19.05,DEU,,1424.4,,9602.2,10.2,2007.0,1424.4,2998677.8556,84.415089
11.9,60.1,209.9,69,6.4,80.1,19.05,DEU,,1424.4,,9602.2,10.2,2007.0,1424.4,37024.370995,84.415089
11.8,59.9,210.5,70.1,6.5,80.2,19.1,DEU,,1418.4,,9785.9,10.3,2008.0,1418.4,3122546.7214,85.331166
11.8,59.9,210.5,70.1,6.5,80.2,19.1,DEU,,1418.4,,9785.9,10.3,2008.0,1418.4,38662.606129,85.331166
11.6,59.1,207,70.3,6.6,80.3,19.2,DEU,51.4,1372.7,21.9,10203.1,10.3,2009.0,1372.7,3033861.8295,85.479757
11.6,59.1,207,70.3,6.6,80.3,19.2,DEU,51.4,1372.7,21.9,10203.1,10.3,2009.0,1372.7,37695.68517,85.479757
11.4,59.2,206,71.2,6.7,80.5,,DEU,,1389.9,,10347,10.8,2010.0,1389.9,3204627.1036,85.810317
11.4,59.2,206,71.2,6.7,80.5,,DEU,,1389.9,,10347,10.8,2010.0,1389.9,39916.136511000004,85.810317
11.9,58.7,205,72.7,6.6,80.5,19.4,DEU,,1392.8,,10215.3,10.8,2011.0,1392.8,3427140.5764,86.25037
11.9,58.7,205,72.7,6.6,80.5,19.4,DEU,,1392.8,,10215.3,10.8,2011.0,1392.8,42692.50173,86.25037
11.8,58.2,201.6,73,6.7,80.6,19.4,DEU,60,1375,,10192.6,10.5,2012.0,1375.0,3503684.2066,86.300906
11.8,58.2,201.6,73,6.7,80.6,19.4,DEU,60,1375,,10192.6,10.5,2012.0,1375.0,43564.07389,86.300906
11.7,57.8,204.8,73.5,7,80.6,19.35,DEU,52.4,1362.7,20.9,10280.4,10.8,2013.0,1362.7,3647777.5941,86.320801
11.7,57.8,204.8,73.5,7,80.6,19.35,DEU,52.4,1362.7,20.9,10280.4,10.8,2013.0,1362.7,45231.971754000006,86.320801
11.6,59.8,200.9,73.8,7,81.2,19.8,DEU,50.7,1366.9,,10442.2,10.8,2014.0,1366.9,3821628.0696,86.903417
11.6,59.8,200.9,73.8,7,81.2,19.8,DEU,50.7,1366.9,,10442.2,10.8,2014.0,1366.9,47190.49763,86.903417
12,59.2,199.6,74,7,80.7,19.45,DEU,,1369.8,,10598.7,10.6,2015.0,1369.8,3919280.2932,86.791251
12,59.2,199.6,74,7,80.7,19.45,DEU,,1369.8,,10598.7,10.6,2015.0,1369.8,47979.241412,86.791251
10.9,58.2,200.3,74.7,6.9,81.1,19.7,DEU,,1362.8,,,10.2,2016.0,1362.8,4110953.334,86.476488
10.9,58.2,200.3,74.7,6.9,81.1,19.7,DEU,,1362.8,,,10.2,2016.0,1362.8,49921.108137,86.476488
,57.9,,75.2,7.1,81.1,19.65,DEU,52.7,1360.4,18.8,,,2017.0,1360.4,4345630.5752,86.521611
,57.9,,75.2,7.1,81.1,19.65,DEU,52.7,1360.4,18.8,,,2017.0,1360.4,52574.259594,86.521611
,,,,5,,,DJI,,,,,,2008.0,,,
,,,,4.9,,,DJI,,,,,,2009.0,,,
,,,,5,,,DJI,,,,,,2010.0,,,
,,,,4.4,,,DJI,,,,,,2011.0,,,
12.1,43.4,259.5,77,7.8,78.4,17.85,DNK,,1433,24,11336.2,10.3,2007.0,1433.0,212824.1067,74.278008
12.1,43.4,259.5,77,7.8,78.4,17.85,DNK,,1433,24,11336.2,10.3,2007.0,1433.0,38978.774118,74.278008
10.9,42.4,256.7,77.8,8,78.8,18.05,DNK,,1430,23,11384.9,10.7,2008.0,1430.0,226767.5052,73.796886
10.9,42.4,256.7,77.8,8,78.8,18.05,DNK,,1430,23,11384.9,10.7,2008.0,1430.0,41282.997487,73.796886
10.1,42.3,248.9,75.4,7.7,79,18.15,DNK,,1417,19,11989.8,10.8,2009.0,1417.0,222799.9449,74.755653
10.1,42.3,248.9,75.4,7.7,79,18.15,DNK,,1417,19,11989.8,10.8,2009.0,1417.0,40340.384738,74.755653
10.3,42.4,252.5,73.3,7.8,79.3,18.35,DNK,46.7,1422,20.9,12308.1,9.8,2010.0,1422.0,238548.3037,75.62549
10.3,42.4,252.5,73.3,7.8,79.3,18.35,DNK,46.7,1422,20.9,12308.1,9.8,2010.0,1422.0,43004.922244,75.62549
10.5,43.2,246.6,73.2,7.8,79.9,18.7,DNK,,1437,,12439.1,10.2,2011.0,1437.0,247352.2892,76.896856
10.5,43.2,246.6,73.2,7.8,79.9,18.7,DNK,,1437,,12439.1,10.2,2011.0,1437.0,44407.951375,76.896856
9.3,43.1,246.1,72.6,7.5,80.1,18.85,DNK,,1423,,12469.8,11.3,2012.0,1423.0,250524.5651,77.89592
9.3,43.1,246.1,72.6,7.5,80.1,18.85,DNK,,1423,,12469.8,11.3,2012.0,1423.0,44808.543206,77.89592
9.4,42.8,238.3,72.5,7.6,80.4,19.05,DNK,47.4,1426,17,12549.3,10.3,2013.0,1426.0,262368.1157,78.266909
9.4,42.8,238.3,72.5,7.6,80.4,19.05,DNK,47.4,1426,17,12549.3,10.3,2013.0,1426.0,46742.938839,78.266909
9.5,43.8,233.4,72.8,7.5,80.8,19.45,DNK,,1414,,12705.6,10.6,2014.0,1414.0,270330.6084,79.55368200000001
9.5,43.8,233.4,72.8,7.5,80.8,19.45,DNK,,1414,,12705.6,10.6,2014.0,1414.0,47905.477296,79.55368200000001
9.3,43.3,230.4,73.5,7.5,80.8,19.35,DNK,,1407,,12895.2,9.4,2015.0,1407.0,278823.125,80.37137
9.3,43.3,230.4,73.5,7.5,80.8,19.35,DNK,,1407,,12895.2,9.4,2015.0,1407.0,49071.299718,80.37137
9.4,42.6,,74.8,7.6,80.9,19.5,DNK,,1412,,,,2016.0,1412.0,290376.8332,80.745728
9.4,42.6,,74.8,7.6,80.9,19.5,DNK,,1412,,,,2016.0,1412.0,50685.430829000004,80.745728
9.1,42.1,,74.2,7.6,81.2,19.5,DNK,51,1405,16.9,,,2017.0,1405.0,313363.8552,81.329487
9.1,42.1,,74.2,7.6,81.2,19.5,DNK,51,1405,16.9,,,2017.0,1405.0,54337.412043,81.329487
,,,,5.1,,,DOM,,,,,,2007.0,,,
,,,,4.8,,,DOM,,,,,,2008.0,,,
,,,,5.4,,,DOM,,,,,,2009.0,,,
,,,,4.7,,,DOM,,,,,,2010.0,,,
,,,,5.4,,,DOM,,,,,,2011.0,,,
,,,,4.8,,,DOM,,,,,,2012.0,,,
,,,,5,,,DOM,,,,,,2013.0,,,
,,,,5.4,,,DOM,,,,,,2014.0,,,
,,,,5.1,,,DOM,,,,,,2015.0,,,
,,,,5.2,,,DOM,,,,,,2016.0,,,
,,,,5.6,,,DOM,,,,,,2017.0,,,
,,,,5.5,,,DZA,,,,,,2010.0,,,
,,,,5.3,,,DZA,,,,,,2011.0,,,
,,,,5.6,,,DZA,,,,,,2012.0,,,
,,,,,,,DZA,,,,,,2013.0,,,
,,,,6.4,,,DZA,,,,,,2014.0,,,
,,,,,,,DZA,,,,,,2015.0,,,
,,,,5.3,,,DZA,,,,,,2016.0,,,
,,,,5.2,,,DZA,,,,,,2017.0,,,
,,,65.4,,,,EA1,,,,,,2007.0,,,
,,,65.8,,,,EA1,,,,,,2008.0,,,
,,,64.3,,,,EA1,,,,,,2009.0,,,
,,,64,,,,EA1,,,,,,2010.0,,,
,,,64.2,,,,EA1,,,,,,2011.0,,,
,,,63.7,,,,EA1,,,,,,2012.0,,,
,,,63.5,,,,EA1,,,,,,2013.0,,,
,,,63.8,,,,EA1,,,,,,2014.0,,,
,,,64.5,,,,EA1,,,,,,2015.0,,,
,,,65.4,,,,EA1,,,,,,2016.0,,,
,,,66.3,,,,EA1,,,,,,2017.0,,,
,,,,5,,,ECU,,,,,,2007.0,,,
,,,,5.3,,,ECU,,,,,,2008.0,,,
,,,,6,,,ECU,,,,,,2009.0,,,
,,,,5.8,,,ECU,,,,,,2010.0,,,
,,,,5.8,,,ECU,,,,,,2011.0,,,
,,,,6,,,ECU,,,,,,2012.0,,,
,,,,6,,,ECU,,,,,,2013.0,,,
,,,,5.9,,,ECU,,,,,,2014.0,,,
,,,,6,,,ECU,,,,,,2015.0,,,
,,,,6.1,,,ECU,,,,,,2016.0,,,
,,,,5.8,,,ECU,,,,,,2017.0,,,
,,,,5.5,,,EGY,,,,,,2007.0,,,
,,,,4.6,,,EGY,,,,,,2008.0,,,
,,,,5.1,,,EGY,,,,,,2009.0,,,
,,,,4.7,,,EGY,,,,,,2010.0,,,
,,,,4.2,,,EGY,,,,,,2011.0,,,
,,,,4.2,,,EGY,,,,,,2012.0,,,
,,,,3.6,,,EGY,,,,,,2013.0,,,
,,,,4.9,,,EGY,,,,,,2014.0,,,
,,,,4.8,,,EGY,,,,,,2015.0,,,
,,,,4.6,,,EGY,,,,,,2016.0,,,
,,,,3.9,,,EGY,,,,,,2017.0,,,
,,,,,,,ERI,,,,,,2010.0,,,
,,,,,,,ERI,,,,,,2011.0,,,
,,,,,,,ERI,,,,,,2012.0,,,
,,,,,,,ERI,,,,,,2013.0,,,
,,,,,,,ERI,,,,,,2014.0,,,
,,,,,,,ERI,,,,,,2015.0,,,
,,,,,,,ERI,,,,,,2016.0,,,
,,,,,,,ERI,,,,,,2017.0,,,
